index,Lifted_mod_daily_weekly_value,Lifted_mod_daily_nextrefresh,Lifted_actual_daily,Lifted_actual_weekly,Lifted_actual_monthly,Week_structure_weekly_value,Week_structure_next_refresh,date,account_type,supplier_terminal_name,product_name,"('base_gallons', 'Daily')","('base_gallons', 'Monthly')","('base_gallons', 'Weekly')",daily_nextrefresh_flag,daily_weekValue_flag,"('beginning_gallons', 'Daily')","('beginning_gallons', 'Monthly')","('beginning_gallons', 'Weekly')","('en_allocation_status', 'Daily')","('en_allocation_status', 'Monthly')","('en_allocation_status', 'Weekly')","('percentage_allocation', 'Daily')","('percentage_allocation', 'Monthly')","('percentage_allocation', 'Weekly')","('alerts_ratability', 'Daily')","('alerts_ratability', 'Monthly')","('alerts_ratability', 'Weekly')","('next_refresh_date', 'Daily')","('next_refresh_date', 'Monthly')",Modified_NRD,"('next_refresh_date', 'Weekly')",id,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
"2015-06-01 00:00:00",0,0,0,0,0,w1,w1,"2015-06-01 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-06-03 00:00:00",0,1,1,1,1
"2015-06-02 00:00:00",0,0,0,139253,0,w1,w1,"2015-06-02 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Available,Available,Available,150%,110%,125%,"Below Trend","Below Trend","On Target","06/03 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-03 00:00:00",12,0,0,1,1
"2015-06-03 00:00:00",0,0,0,0,0,w2,w2,"2015-06-03 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Available,Available,Available,150%,110%,125%,"Below Trend","Below Trend","Below Trend","06/04 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-10 00:00:00",39,1,1,1,1
"2015-06-04 00:00:00",0,0,0,0,0,w2,w2,"2015-06-04 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Available,Available,Available,150%,110%,125%,"Below Trend","Below Trend","Below Trend","06/05 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-10 00:00:00",66,1,1,1,1
"2015-06-05 00:00:00",0,0,0,0,0,w2,w2,"2015-06-05 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Available,Available,Available,150%,110%,125%,"Below Trend","Below Trend","Below Trend","06/06 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-10 00:00:00",93,1,1,1,1
"2015-06-06 00:00:00",0,0,0,0,0,w2,w2,"2015-06-06 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-06-10 00:00:00",0,1,1,1,1
"2015-06-07 00:00:00",0,0,0,0,0,w2,w2,"2015-06-07 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-06-10 00:00:00",0,1,1,1,1
"2015-06-08 00:00:00",0,0,0,0,0,w2,w2,"2015-06-08 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Available,Available,Available,150%,110%,125%,"Below Trend","Below Trend","Below Trend","06/08 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-10 00:00:00",120,1,1,1,1
"2015-06-09 00:00:00",0,0,0,0,0,w2,w2,"2015-06-09 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-06-10 00:00:00",0,1,1,1,1
"2015-06-10 00:00:00",0,0,0,0,0,w2,w2,"2015-06-10 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Available,Available,Available,150%,110%,125%,"Below Trend","Below Trend","Below Trend","06/10 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-10 00:00:00",150,1,1,1,1
"2015-06-11 00:00:00",0,0,0,0,0,w2,w3,"2015-06-11 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Available,Available,Available,150%,110%,125%,"Below Trend","Below Trend","Below Trend","06/12 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-17 00:00:00",177,1,1,1,1
"2015-06-12 00:00:00",0,0,0,0,0,w2,w3,"2015-06-12 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-06-17 00:00:00",0,1,1,1,1
"2015-06-13 00:00:00",0,0,0,30811,30811,w2,w3,"2015-06-13 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Available,Available,Available,150%,110%,125%,"Below Trend","Below Trend","Below Trend","06/14 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-17 00:00:00",204,0,0,0,0
"2015-06-14 00:00:00",7802,7802,7802,38613,38613,w2,w3,"2015-06-14 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Available,Available,Available,150%,110%,125%,"Below Trend","Below Trend","Below Trend","06/15 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-17 00:00:00",231,0,0,0,0
"2015-06-15 00:00:00",38514,38514,38514,77127,77127,w2,w3,"2015-06-15 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Limited,Available,Available,150%,110%,125%,"On Target","Below Trend","On Target","06/16 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-17 00:00:00",258,0,0,0,0
"2015-06-16 00:00:00",30812,30812,30812,107939,107939,w2,w3,"2015-06-16 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Limited,Available,Available,150%,110%,125%,"On Target","Below Trend","On Target","06/17 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-17 00:00:00",285,0,0,0,0
"2015-06-17 00:00:00",29107,29107,29107,29107,137046,w3,w4,"2015-06-17 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Limited,Available,Available,150%,110%,125%,"On Target","Below Trend","On Target","06/18 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-24 00:00:00",312,1,1,0,0
"2015-06-18 00:00:00",15407,15407,15407,44514,152453,w3,w4,"2015-06-18 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Available,Available,Available,150%,110%,125%,"On Target","On Target","On Target","06/19 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-24 00:00:00",339,1,1,0,0
"2015-06-19 00:00:00",23110,23110,23110,67624,175563,w3,w4,"2015-06-19 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Available,Available,Available,150%,110%,125%,"On Target","On Target","On Target","06/20 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-24 00:00:00",366,1,1,0,0
"2015-06-20 00:00:00",0,0,0,67624,175563,w3,w4,"2015-06-20 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Available,Available,Available,150%,110%,125%,"Below Trend","On Target","On Target","06/21 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-24 00:00:00",393,1,1,0,0
"2015-06-21 00:00:00",7803,7803,7803,75427,183366,w3,w4,"2015-06-21 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Available,Available,Available,150%,110%,125%,"Below Trend","On Target","On Target","06/22 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-24 00:00:00",420,1,1,0,0
"2015-06-22 00:00:00",53914,53914,53914,129341,237280,w3,w4,"2015-06-22 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Low,Available,Available,150%,110%,125%,"Above Trend","On Target","On Target","06/23 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-24 00:00:00",447,1,1,0,0
"2015-06-23 00:00:00",38512,38512,38512,167853,275792,w3,w4,"2015-06-23 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Limited,Available,Available,150%,110%,125%,"On Target","On Target","On Target","06/24 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-06-24 00:00:00",474,1,1,0,0
"2015-06-24 00:00:00",38515,38515,38515,38515,314307,w4,w5,"2015-06-24 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Limited,Available,Available,150%,110%,125%,"On Target","On Target","Above Trend","06/25 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-07-01 00:00:00",501,1,1,0,0
"2015-06-25 00:00:00",46117,46117,38414,84632,360424,w4,w5,"2015-06-25 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,1,1,57021,1254447,332619,Limited,Available,Available,150%,110%,125%,"On Target","On Target","Above Trend","06/26 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-07-01 00:00:00",527,1,1,0,0
"2015-06-26 00:00:00",46215,46215,46215,130847,406639,w4,w5,"2015-06-26 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Low,Available,Available,150%,110%,125%,"Above Trend","On Target","Above Trend","06/27 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-07-01 00:00:00",553,1,1,0,0
"2015-06-27 00:00:00",7604,7604,7604,138451,414243,w4,w5,"2015-06-27 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Available,Available,Available,150%,110%,125%,"Below Trend","On Target","On Target","06/28 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-07-01 00:00:00",579,1,1,0,0
"2015-06-28 00:00:00",7703,7703,7703,146154,421946,w4,w5,"2015-06-28 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Available,Available,Available,150%,110%,125%,"Below Trend","On Target","On Target","06/29 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-07-01 00:00:00",605,1,1,0,0
"2015-06-29 00:00:00",23105,23105,23105,169259,445051,w4,w5,"2015-06-29 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Available,Available,Available,150%,110%,125%,"On Target","On Target","On Target","06/30 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-07-01 00:00:00",631,1,1,0,0
"2015-06-30 00:00:00",38414,38414,38414,207673,483465,w4,w5,"2015-06-30 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1002 TRACY CA TRM CHEVRON","DIESEL #2",38014,1140406,266095,0,0,57021,1254447,332619,Limited,Available,Limited,150%,110%,125%,"On Target","On Target","On Target","07/01 00:00:00 PDT","07/01 00:00:00 PDT",0,"2015-07-01 00:00:00",657,1,1,0,0
"2015-06-01 00:00:00",0,0,0,0,0,w1,w1,"2015-06-01 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-06-03 00:00:00",0,1,1,1,1
"2015-06-02 00:00:00",28232,28232,28232,540102,118950,w1,w1,"2015-06-02 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,0,0,138600,3049200,808500,Available,Available,Limited,150%,110%,125%,"On Target","Above Trend","On Target","06/03 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-03 00:00:00",14,0,0,0,0
"2015-06-03 00:00:00",45481,45481,45481,45481,232457,w2,w2,"2015-06-03 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,0,0,138600,3049200,808500,Available,Available,Available,150%,110%,125%,"Above Trend","Above Trend","Above Trend","06/04 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-10 00:00:00",41,1,1,0,0
"2015-06-04 00:00:00",112225,112225,19871,157706,344682,w2,w2,"2015-06-04 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,1,1,138600,3049200,808500,Available,Available,Available,150%,110%,125%,"On Target","Above Trend","Above Trend","06/05 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-10 00:00:00",68,1,1,0,0
"2015-06-05 00:00:00",72791,72791,13340,230497,417473,w2,w2,"2015-06-05 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,1,1,138600,3049200,808500,Available,Available,Available,150%,110%,125%,"On Target","Above Trend","Above Trend","06/06 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-10 00:00:00",95,1,1,0,0
"2015-06-06 00:00:00",0,0,0,0,0,w3,w2,"2015-06-06 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-06-10 00:00:00",0,1,0,0,0
"2015-06-07 00:00:00",0,0,0,0,0,w3,w2,"2015-06-07 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-06-10 00:00:00",0,1,0,0,0
"2015-06-08 00:00:00",0,0,0,387722,574698,w3,w2,"2015-06-08 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,0,0,138600,3049200,808500,Available,Available,Available,150%,110%,125%,"Below Trend","Above Trend","On Target","06/09 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-10 00:00:00",122,0,0,0,0
"2015-06-09 00:00:00",0,0,0,0,0,w4,w2,"2015-06-09 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-06-10 00:00:00",0,1,0,0,0
"2015-06-10 00:00:00",0,0,0,0,762797,w4,w3,"2015-06-10 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,0,0,138600,3049200,808500,Available,Available,Available,150%,110%,125%,"Below Trend","Above Trend","Below Trend","06/11 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-17 00:00:00",152,1,1,0,0
"2015-06-11 00:00:00",22518,22518,22518,126777,889574,w4,w3,"2015-06-11 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,0,0,138600,3049200,808500,Available,Available,Available,150%,110%,125%,"On Target","Above Trend","Above Trend","06/12 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-17 00:00:00",179,0,0,0,0
"2015-06-12 00:00:00",0,118401,0,0,0,w5,w3,"2015-06-12 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-06-17 00:00:00",0,1,0,0,0
"2015-06-13 00:00:00",59836,59836,59836,305014,1067811,w5,w3,"2015-06-13 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,0,0,138600,3049200,808500,Available,Available,Available,150%,110%,125%,"On Target","Above Trend","On Target","06/14 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-17 00:00:00",206,0,0,0,0
"2015-06-14 00:00:00",38409,38409,38409,343423,1106220,w5,w3,"2015-06-14 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,0,0,138600,3049200,808500,Available,Available,Available,150%,110%,125%,"On Target","On Target","On Target","06/15 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-17 00:00:00",233,0,0,0,0
"2015-06-15 00:00:00",75454,75454,75454,418877,1181674,w5,w3,"2015-06-15 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,0,0,138600,3049200,808500,Limited,Available,Limited,150%,110%,125%,"On Target","On Target","On Target","06/16 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-17 00:00:00",260,0,0,0,0
"2015-06-16 00:00:00",53230,53230,53230,472107,1234904,w5,w3,"2015-06-16 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,0,0,138600,3049200,808500,Available,Available,Limited,150%,110%,125%,"On Target","On Target","On Target","06/17 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-17 00:00:00",287,0,0,0,0
"2015-06-17 00:00:00",97164,97164,97164,97164,1332068,w6,w4,"2015-06-17 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,0,0,138600,3049200,808500,Limited,Available,Available,150%,110%,125%,"On Target","On Target","Above Trend","06/18 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-24 00:00:00",314,1,1,0,0
"2015-06-18 00:00:00",141844,141844,134239,239008,1473912,w6,w4,"2015-06-18 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,1,1,138600,3049200,808500,Low,Available,Available,150%,110%,125%,"Above Trend","Above Trend","Above Trend","06/19 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-24 00:00:00",341,1,1,0,0
"2015-06-19 00:00:00",97738,97738,97738,336746,1571650,w6,w4,"2015-06-19 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,0,0,138600,3049200,808500,Limited,Limited,Available,150%,110%,125%,"Above Trend","Above Trend","Above Trend","06/20 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-24 00:00:00",368,1,1,0,0
"2015-06-20 00:00:00",75874,75874,60569,412620,1647524,w6,w4,"2015-06-20 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,1,1,138600,3049200,808500,Available,Limited,Limited,150%,110%,125%,"On Target","Above Trend","Above Trend","06/21 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-24 00:00:00",395,1,1,0,0
"2015-06-21 00:00:00",7605,7605,7605,420225,1655129,w6,w4,"2015-06-21 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,0,0,138600,3049200,808500,Available,Limited,Limited,150%,110%,125%,"Below Trend","On Target","On Target","06/22 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-24 00:00:00",422,1,1,0,0
"2015-06-22 00:00:00",82930,82930,82930,503155,1738059,w6,w4,"2015-06-22 00:00:00","PILOT TRAVEL CENTERS LLC : CHV7460761","1022 TAMPA FL TRM CHEVRON","DIESEL #2",92400,2772000,646800,0,0,138600,3049200,808500,Limited,Limited,Limited,150%,110%,125%,"On Target","On Target","On Target","06/23 00:00:00 EDT","07/01 00:00:00 EDT",0,"2015-06-24 00:00:00",449,1,1,0,0
