,supplier_name,en_account_type,alerts_ratability,en_allocation_status,percentage_allocation,account_type,base_gallons,beginning_gallons,supplier_terminal_name,lifted_gallons,remaining_gallons,additional_gallons_allowed,additional_gallons_remaining,next_refresh_date,next_refresh_base_gallons,product_name,period,batchno,execution_date,staging_id,date
0,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,1,2015-06-02 09:00:49,2337,2015-06-02
1,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,2,2015-06-03 07:43:44,8304,2015-06-03
2,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,1,2015-06-04 05:33:18,11053,2015-06-04
3,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,1,2015-06-05 03:41:12,13533,2015-06-05
4,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,1,2015-06-08 00:45:54,16278,2015-06-08
5,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,1,2015-06-09 07:40:39,18860,2015-06-09
6,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,1,2015-06-10 01:03:49,21732,2015-06-10
7,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,1,2015-06-11 06:24:07,24601,2015-06-11
8,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,9,2015-06-13 23:46:03,50594,2015-06-13
9,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,9,2015-06-14 23:46:06,70378,2015-06-14
10,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,10,2015-06-15 23:46:04,101003,2015-06-15
11,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,10,2015-06-16 23:46:02,123250,2015-06-16
12,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,10,2015-06-17 23:46:06,141856,2015-06-17
13,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,10,2015-06-18 23:46:03,160623,2015-06-18
14,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,8,2015-06-19 23:46:02,177057,2015-06-19
15,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,8,2015-06-20 20:46:03,190023,2015-06-20
16,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,7,2015-06-21 23:46:04,216840,2015-06-21
17,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,8,2015-06-22 20:46:04,237972,2015-06-22
18,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,16,2015-06-23 23:46:01,277754,2015-06-23
19,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,11,2015-06-24 23:45:09,308084,2015-06-24
20,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,10,2015-06-25 20:45:09,336352,2015-06-25
21,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,11,2015-06-26 23:45:10,368571,2015-06-26
22,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,10,2015-06-27 23:45:10,395653,2015-06-27
23,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,10,2015-06-28 23:45:10,420014,2015-06-28
24,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,10,2015-06-29 23:45:12,450826,2015-06-29
25,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - Rail,650000,650000,MCKEE RAIL TERMINAL,0,650000,0,0,07/01 00:00:00 EDT,,DSL - LSD/ULSD,Monthly,7,2015-06-30 23:45:10,477491,2015-06-30
26,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,1,2015-06-02 09:00:49,1930,2015-06-02
27,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,2,2015-06-03 07:43:44,7897,2015-06-03
28,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,1,2015-06-04 05:33:18,10642,2015-06-04
29,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,1,2015-06-05 03:41:12,13132,2015-06-05
30,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,1,2015-06-08 00:45:54,15877,2015-06-08
31,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,1,2015-06-09 07:40:39,18459,2015-06-09
32,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,1,2015-06-10 01:03:49,21330,2015-06-10
33,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,1,2015-06-11 06:24:07,24201,2015-06-11
34,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,9,2015-06-13 23:46:03,50194,2015-06-13
35,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,9,2015-06-14 23:46:06,69978,2015-06-14
36,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,10,2015-06-15 23:46:04,100600,2015-06-15
37,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,10,2015-06-16 23:46:02,122847,2015-06-16
38,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,10,2015-06-17 23:46:06,141454,2015-06-17
39,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,10,2015-06-18 23:46:03,160221,2015-06-18
40,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,8,2015-06-19 23:46:02,176656,2015-06-19
41,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,8,2015-06-20 20:46:03,189623,2015-06-20
42,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,7,2015-06-21 23:46:04,216440,2015-06-21
43,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,8,2015-06-22 20:46:04,237572,2015-06-22
44,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,16,2015-06-23 23:46:01,277351,2015-06-23
45,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,11,2015-06-24 23:45:09,307682,2015-06-24
46,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,10,2015-06-25 20:45:09,335951,2015-06-25
47,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,11,2015-06-26 23:45:10,368170,2015-06-26
48,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,10,2015-06-27 23:45:10,395252,2015-06-27
49,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,10,2015-06-28 23:45:10,419613,2015-06-28
50,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,10,2015-06-29 23:45:12,450425,2015-06-29
51,Valero,Contract,Below Trend,Out,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,JP Energy - Little Rock (B004),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,7,2015-06-30 23:45:10,477090,2015-06-30
52,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/03 00:00:00 CDT,,DSL - LSD/ULSD,Daily,1,2015-06-02 09:00:49,2188,2015-06-02
53,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/04 00:00:00 CDT,,DSL - LSD/ULSD,Daily,2,2015-06-03 07:43:44,8154,2015-06-03
54,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/05 00:00:00 CDT,,DSL - LSD/ULSD,Daily,1,2015-06-04 05:33:18,10904,2015-06-04
55,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/06 00:00:00 CDT,,DSL - LSD/ULSD,Daily,1,2015-06-05 03:41:12,13384,2015-06-05
56,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/08 00:00:00 CDT,,DSL - LSD/ULSD,Daily,1,2015-06-08 00:45:54,16129,2015-06-08
57,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/10 00:00:00 CDT,,DSL - LSD/ULSD,Daily,1,2015-06-09 07:40:39,18711,2015-06-09
58,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),7499,55501,0,0,06/10 00:00:00 CDT,,DSL - LSD/ULSD,Daily,1,2015-06-10 01:03:49,21583,2015-06-10
59,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/12 00:00:00 CDT,,DSL - LSD/ULSD,Daily,1,2015-06-11 06:24:07,24452,2015-06-11
60,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/14 00:00:00 CDT,,DSL - LSD/ULSD,Daily,9,2015-06-13 23:46:03,50445,2015-06-13
61,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/15 00:00:00 CDT,,DSL - LSD/ULSD,Daily,9,2015-06-14 23:46:06,70229,2015-06-14
62,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),7500,55500,0,0,06/16 00:00:00 CDT,,DSL - LSD/ULSD,Daily,10,2015-06-15 23:46:04,100854,2015-06-15
63,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),15000,48000,0,0,06/17 00:00:00 CDT,,DSL - LSD/ULSD,Daily,10,2015-06-16 23:46:02,123101,2015-06-16
64,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/18 00:00:00 CDT,,DSL - LSD/ULSD,Daily,10,2015-06-17 23:46:06,141707,2015-06-17
65,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/19 00:00:00 CDT,,DSL - LSD/ULSD,Daily,10,2015-06-18 23:46:03,160474,2015-06-18
66,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/20 00:00:00 CDT,,DSL - LSD/ULSD,Daily,8,2015-06-19 23:46:02,176908,2015-06-19
67,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/21 00:00:00 CDT,,DSL - LSD/ULSD,Daily,8,2015-06-20 20:46:03,189874,2015-06-20
68,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/22 00:00:00 CDT,,DSL - LSD/ULSD,Daily,7,2015-06-21 23:46:04,216691,2015-06-21
69,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/23 00:00:00 CDT,,DSL - LSD/ULSD,Daily,8,2015-06-22 20:46:04,237823,2015-06-22
70,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),7499,55501,0,0,06/24 00:00:00 CDT,,DSL - LSD/ULSD,Daily,16,2015-06-23 23:46:01,277605,2015-06-23
71,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/25 00:00:00 CDT,,DSL - LSD/ULSD,Daily,11,2015-06-24 23:45:09,307935,2015-06-24
72,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/26 00:00:00 CDT,,DSL - LSD/ULSD,Daily,10,2015-06-25 20:45:09,336203,2015-06-25
73,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/27 00:00:00 CDT,,DSL - LSD/ULSD,Daily,11,2015-06-26 23:45:10,368422,2015-06-26
74,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/28 00:00:00 CDT,,DSL - LSD/ULSD,Daily,10,2015-06-27 23:45:10,395504,2015-06-27
75,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/29 00:00:00 CDT,,DSL - LSD/ULSD,Daily,10,2015-06-28 23:45:10,419865,2015-06-28
76,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,06/30 00:00:00 CDT,,DSL - LSD/ULSD,Daily,10,2015-06-29 23:45:12,450678,2015-06-29
77,Valero,Contract,Below Trend,Available,100%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,63000,63000,Magellan - Dallas/Singleton (B645),0,63000,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Daily,7,2015-06-30 23:45:10,477343,2015-06-30
78,Valero,Contract,Below Trend,Out,200%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,Nustar - Abernathy (B339),0,0,0,0,06/03 00:00:00 CDT,,DSL - LSD/ULSD,Daily,1,2015-06-02 09:00:49,2378,2015-06-02
79,Valero,Contract,Below Trend,Out,125%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,Nustar - Abernathy (B339),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,1,2015-06-02 09:00:49,2380,2015-06-02
80,Valero,Contract,Below Trend,Out,200%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,Nustar - Abernathy (B339),0,0,0,0,06/04 00:00:00 CDT,,DSL - LSD/ULSD,Daily,2,2015-06-03 07:43:44,8345,2015-06-03
81,Valero,Contract,Below Trend,Out,125%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,Nustar - Abernathy (B339),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,2,2015-06-03 07:43:44,8347,2015-06-03
82,Valero,Contract,Below Trend,Out,200%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,Nustar - Abernathy (B339),0,0,0,0,06/05 00:00:00 CDT,,DSL - LSD/ULSD,Daily,1,2015-06-04 05:33:18,11094,2015-06-04
83,Valero,Contract,Below Trend,Out,125%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,Nustar - Abernathy (B339),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,1,2015-06-04 05:33:18,11096,2015-06-04
84,Valero,Contract,Below Trend,Out,200%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,Nustar - Abernathy (B339),0,0,0,0,06/06 00:00:00 CDT,,DSL - LSD/ULSD,Daily,1,2015-06-05 03:41:12,13574,2015-06-05
85,Valero,Contract,Below Trend,Out,125%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,Nustar - Abernathy (B339),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,1,2015-06-05 03:41:12,13576,2015-06-05
86,Valero,Contract,Below Trend,Out,200%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,Nustar - Abernathy (B339),0,0,0,0,06/08 00:00:00 CDT,,DSL - LSD/ULSD,Daily,1,2015-06-08 00:45:54,16319,2015-06-08
87,Valero,Contract,Below Trend,Out,125%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,Nustar - Abernathy (B339),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,1,2015-06-08 00:45:54,16321,2015-06-08
88,Valero,Contract,Below Trend,Out,200%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,Nustar - Abernathy (B339),0,0,0,0,06/10 00:00:00 CDT,,DSL - LSD/ULSD,Daily,1,2015-06-09 07:40:39,18901,2015-06-09
89,Valero,Contract,Below Trend,Out,125%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,Nustar - Abernathy (B339),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,1,2015-06-09 07:40:39,18903,2015-06-09
90,Valero,Contract,Below Trend,Out,200%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,Nustar - Abernathy (B339),0,0,0,0,06/10 00:00:00 CDT,,DSL - LSD/ULSD,Daily,1,2015-06-10 01:03:49,21773,2015-06-10
91,Valero,Contract,Below Trend,Out,125%,PILOT TRAVEL CENTE-122194-W/S - UNB Contract,0,0,Nustar - Abernathy (B339),0,0,0,0,07/01 00:00:00 CDT,,DSL - LSD/ULSD,Monthly,1,2015-06-10 01:03:49,21775,2015-06-10
